d,raw,smooth,status,spx
2023-08-25,-1.74,-1.43,Neutral / Choppy,423.8664855957031
2023-08-28,-0.87,-1.3,Neutral / Choppy,426.55438232421875
2023-08-29,0.34,-0.94,Neutral / Choppy,432.7201232910156
2023-08-30,0.6,-0.6,Neutral / Choppy,434.5024108886719
2023-08-31,-0.14,-0.5,Neutral / Choppy,433.8665466308594
2023-09-01,1.42,-0.07,Neutral / Choppy,434.6758117675781
2023-09-05,0.71,0.1,Neutral / Choppy,432.7971496582031
2023-09-06,0.63,0.22,Neutral / Choppy,429.8876953125
2023-09-07,0.04,0.13,Neutral / Choppy,428.56787109375
2023-09-08,-0.16,-0.01,Neutral / Choppy,429.21331787109375
2023-09-11,-0.09,-0.05,Neutral / Choppy,432.0361633300781
2023-09-12,0.0,-0.04,Neutral / Choppy,429.6661071777344
2023-09-13,0.74,0.13,Neutral / Choppy,430.1671142578125
2023-09-14,1.04,0.33,Neutral / Choppy,433.8761291503906
2023-09-15,1.03,0.49,Neutral / Choppy,428.648681640625
2023-09-18,0.34,0.41,Neutral / Choppy,428.90008544921875
2023-09-19,-0.82,-0.2,Neutral / Choppy,428.0106506347656
2023-09-20,-0.4,-0.3,Neutral / Choppy,424.0757751464844
2023-09-21,-1.35,-0.83,Neutral / Choppy,417.0665588378906
2023-09-22,-4.22,-2.52,Neutral / Choppy,416.12872314453125
2023-09-25,-4.73,-3.63,Full Risk-Off,417.8786315917969
2023-09-26,-4.66,-4.14,Full Risk-Off,411.739501953125
2023-09-27,-3.77,-4.06,Full Risk-Off,411.90380859375
2023-09-28,-3.09,-3.84,Full Risk-Off,414.2917785644531
2023-09-29,-1.58,-3.34,Full Risk-Off,413.2863464355469
2023-10-02,-2.87,-3.24,Full Risk-Off,413.1219177246094
2023-10-03,-3.21,-3.23,Full Risk-Off,407.5918884277344
2023-10-04,-2.61,-3.09,Full Risk-Off,410.5599670410156
2023-10-05,-2.53,-2.97,Full Risk-Off,410.40521240234375
2023-10-06,-2.29,-2.82,Full Risk-Off,415.2779235839844
2023-10-09,-3.14,-2.98,Full Risk-Off,417.9366149902344
2023-10-10,-2.71,-2.92,Full Risk-Off,420.11187744140625
2023-10-11,-2.0,-2.71,Full Risk-Off,421.832763671875
2023-10-12,-2.07,-2.57,Neutral / Choppy,419.2611389160156
2023-10-13,-3.28,-2.93,Neutral / Choppy,417.1728515625
2023-10-16,-2.95,-2.94,Neutral / Choppy,421.56207275390625
2023-10-17,-2.86,-2.92,Neutral / Choppy,421.542724609375
2023-10-18,-2.87,-2.91,Neutral / Choppy,415.9256591796875
2023-10-19,-4.66,-3.78,Full Risk-Off,412.2712097167969
2023-10-20,-5.03,-4.41,Full Risk-Off,407.2051696777344
2023-10-23,-4.78,-4.59,Full Risk-Off,406.4993896484375
2023-10-24,-4.73,-4.66,Full Risk-Off,409.5641784667969
2023-10-25,-7.09,-5.88,Full Risk-Off,403.6859436035156
2023-10-26,-6.83,-6.35,Full Risk-Off,398.8520202636719
2023-10-27,-6.84,-6.6,Full Risk-Off,397.04412841796875
2023-10-30,-6.93,-6.76,Full Risk-Off,401.7911376953125
2023-10-31,-6.48,-6.7,Full Risk-Off,404.314453125
2023-11-01,-4.08,-6.12,Full Risk-Off,408.6263122558594
2023-11-02,-1.55,-5.1,Full Risk-Off,416.4573669433594
2023-11-03,0.16,-3.93,Full Risk-Off,420.25689697265625
2023-11-06,0.94,-2.85,Full Risk-Off,421.2237243652344
2023-11-07,1.42,-1.9,Neutral / Choppy,422.4225158691406
2023-11-08,1.34,-1.18,Neutral / Choppy,422.73193359375
2023-11-09,1.08,-0.68,Neutral / Choppy,419.43511962890625
2023-11-10,1.22,-0.26,Neutral / Choppy,425.9803161621094
2023-11-13,1.3,0.09,Neutral / Choppy,425.5743103027344
2023-11-14,4.09,0.98,Neutral / Choppy,433.8307800292969
2023-11-15,5.0,1.87,Neutral / Choppy,434.7492370605469
2023-11-16,4.8,2.52,Neutral / Choppy,435.2809753417969
2023-11-17,5.11,3.1,Neutral / Choppy,435.8223876953125
2023-11-20,5.48,3.63,Neutral / Choppy,439.1771240234375
2023-11-21,5.21,3.98,Moderate Risk-On,438.22003173828125
2023-11-22,5.22,4.25,Moderate Risk-On,439.911865234375
2023-11-24,5.34,4.5,Moderate Risk-On,440.18255615234375
2023-11-27,4.91,4.59,Moderate Risk-On,439.3898620605469
2023-11-28,4.66,4.6,Moderate Risk-On,439.82489013671875
2023-11-29,4.14,4.37,Moderate Risk-On,439.5154724121094
2023-11-30,4.46,4.39,Moderate Risk-On,441.2460632324219
2023-12-01,5.53,4.64,Moderate Risk-On,443.8564453125
2023-12-04,5.53,4.84,Moderate Risk-On,441.5264892578125
2023-12-05,5.35,4.95,Moderate Risk-On,441.4394226074219
2023-12-06,5.45,5.06,Moderate Risk-On,439.6605529785156
2023-12-07,5.68,5.2,Moderate Risk-On,443.0153503417969
2023-12-08,6.78,5.55,Moderate Risk-On,444.919921875
2023-12-11,6.33,5.72,Moderate Risk-On,446.6504821777344
2023-12-12,7.25,6.06,Full Risk-On,448.6904296875
2023-12-13,6.72,6.21,Full Risk-On,454.8779296875
2023-12-14,8.0,6.61,Full Risk-On,456.3377380371094
2023-12-15,8.08,6.93,Full Risk-On,455.58642578125
2023-12-18,7.96,7.16,Full Risk-On,458.14910888671875
2023-12-19,7.91,7.33,Full Risk-On,460.93511962890625
2023-12-20,6.93,7.13,Full Risk-On,454.54779052734375
2023-12-21,8.04,7.33,Full Risk-On,458.85772705078125
2023-12-22,7.75,7.42,Full Risk-On,459.7799072265625
2023-12-26,7.43,7.43,Full Risk-On,461.7213439941406
2023-12-27,7.2,7.31,Full Risk-On,462.5562438964844
2023-12-28,6.89,7.1,Full Risk-On,462.73095703125
2023-12-29,5.86,6.48,Full Risk-On,461.3913269042969
2024-01-02,5.35,5.92,Full Risk-On,458.8092041015625
2024-01-03,4.42,5.17,Full Risk-On,455.062255859375
2024-01-04,3.72,4.44,Full Risk-On,453.59649658203125
2024-01-05,2.64,3.54,Full Risk-On,454.2177429199219
2024-01-08,3.33,3.44,Full Risk-On,460.7021484375
2024-01-09,2.58,3.01,Neutral / Choppy,460.003173828125
2024-01-10,2.79,2.9,Neutral / Choppy,462.604736328125
2024-01-11,2.35,2.62,Neutral / Choppy,462.4009094238281
2024-01-12,1.31,1.97,Neutral / Choppy,462.72119140625
2024-01-16,0.4,1.18,Neutral / Choppy,461.0224609375
2024-01-17,0.09,0.64,Neutral / Choppy,458.4598083496094
2024-01-18,-0.66,-0.01,Neutral / Choppy,462.53680419921875
2024-01-19,-0.36,-0.19,Neutral / Choppy,468.30279541015625
2024-01-22,-0.27,-0.23,Neutral / Choppy,469.29290771484375
2024-01-23,-0.37,-0.3,Neutral / Choppy,470.6616516113281
2024-01-24,-0.9,-0.6,Neutral / Choppy,471.1761474609375
2024-01-25,-0.82,-0.71,Neutral / Choppy,473.73883056640625
2024-01-26,0.64,-0.41,Neutral / Choppy,473.13702392578125
2024-01-29,0.41,-0.23,Neutral / Choppy,476.8839111328125
2024-01-30,0.64,-0.03,Neutral / Choppy,476.51507568359375
2024-01-31,-0.14,-0.09,Neutral / Choppy,468.7396545410156
2024-02-01,1.06,0.17,Neutral / Choppy,474.8746032714844
2024-02-02,0.73,0.29,Neutral / Choppy,479.873779296875
2024-02-05,0.19,0.24,Neutral / Choppy,478.12652587890625
2024-02-06,0.29,0.25,Neutral / Choppy,479.5145568847656
2024-02-07,0.63,0.34,Neutral / Choppy,483.5139465332031
2024-02-08,1.19,0.53,Neutral / Choppy,483.7275390625
2024-02-09,1.53,0.75,Neutral / Choppy,486.52313232421875
2024-02-12,2.36,1.11,Neutral / Choppy,486.3096008300781
2024-02-13,2.16,1.34,Neutral / Choppy,479.6116638183594
2024-02-14,2.59,1.62,Neutral / Choppy,483.97021484375
2024-02-15,3.84,2.11,Neutral / Choppy,487.3094787597656
2024-02-16,4.5,2.64,Neutral / Choppy,484.8826599121094
2024-02-20,4.36,3.02,Neutral / Choppy,482.21319580078125
2024-02-21,4.12,3.27,Neutral / Choppy,482.64996337890625
2024-02-22,4.65,3.58,Neutral / Choppy,492.638671875
2024-02-23,4.8,3.85,Neutral / Choppy,492.9783935546875
2024-02-26,4.44,3.98,Moderate Risk-On,491.1728820800781
2024-02-27,4.61,4.12,Moderate Risk-On,492.0853271484375
2024-02-28,4.47,4.2,Moderate Risk-On,491.43499755859375
2024-02-29,5.01,4.38,Moderate Risk-On,493.20166015625
2024-03-01,4.66,4.44,Moderate Risk-On,497.83197021484375
2024-03-04,4.54,4.46,Moderate Risk-On,497.2981262207031
2024-03-05,3.16,3.81,Moderate Risk-On,492.32806396484375
2024-03-06,2.41,3.11,Moderate Risk-On,494.82275390625
2024-03-07,2.3,2.71,Neutral / Choppy,499.734619140625
2024-03-08,3.43,2.87,Neutral / Choppy,496.735107421875
2024-03-11,2.4,2.63,Neutral / Choppy,496.3079833984375
2024-03-12,1.77,2.2,Neutral / Choppy,501.6470031738281
2024-03-13,2.33,2.23,Neutral / Choppy,500.860595703125
2024-03-14,2.48,2.29,Neutral / Choppy,499.87054443359375
2024-03-15,3.64,2.59,Neutral / Choppy,496.4381103515625
2024-03-18,1.94,2.26,Neutral / Choppy,499.3885498046875
2024-03-19,2.8,2.38,Neutral / Choppy,502.1636962890625
2024-03-20,3.41,2.61,Neutral / Choppy,506.80841064453125
2024-03-21,3.58,2.83,Neutral / Choppy,508.4832763671875
2024-03-22,2.85,2.83,Neutral / Choppy,507.5192565917969
2024-03-25,2.97,2.86,Neutral / Choppy,506.1170654296875
2024-03-26,2.39,2.63,Neutral / Choppy,505.18231201171875
2024-03-27,3.53,2.83,Neutral / Choppy,509.4277038574219
2024-03-28,3.33,2.94,Neutral / Choppy,509.330322265625
2024-04-01,2.84,2.89,Neutral / Choppy,508.44415283203125
2024-04-02,1.63,2.26,Neutral / Choppy,505.2114562988281
2024-04-03,1.34,1.8,Neutral / Choppy,505.7664794921875
2024-04-04,0.04,0.92,Neutral / Choppy,499.5931091308594
2024-04-05,1.05,0.95,Neutral / Choppy,504.8122863769531
2024-04-08,2.33,1.26,Neutral / Choppy,505.09454345703125
2024-04-09,2.42,1.51,Neutral / Choppy,505.6788635253906
2024-04-10,0.91,1.21,Neutral / Choppy,500.6154479980469
2024-04-11,0.91,1.06,Neutral / Choppy,504.3935241699219
2024-04-12,-0.52,0.27,Neutral / Choppy,497.43133544921875
2024-04-15,-2.06,-0.89,Neutral / Choppy,491.199462890625
2024-04-16,-3.66,-2.28,Neutral / Choppy,490.30364990234375
2024-04-17,-2.61,-2.44,Neutral / Choppy,487.4018859863281
2024-04-18,-2.23,-2.4,Neutral / Choppy,486.39892578125
2024-04-19,-2.1,-2.33,Neutral / Choppy,482.1534729003906
2024-04-22,-1.29,-2.1,Neutral / Choppy,486.59368896484375
2024-04-23,-0.61,-1.77,Neutral / Choppy,492.3679504394531
2024-04-24,-0.11,-1.4,Neutral / Choppy,492.13421630859375
2024-04-25,0.24,-1.04,Neutral / Choppy,490.2646789550781
2024-04-26,1.62,-0.45,Neutral / Choppy,494.9093933105469
2024-04-29,1.4,-0.04,Neutral / Choppy,496.6620788574219
2024-04-30,0.98,0.19,Neutral / Choppy,488.7943420410156
2024-05-01,0.64,0.29,Neutral / Choppy,487.2071838378906
2024-05-02,1.4,0.54,Neutral / Choppy,491.76422119140625
2024-05-03,2.53,0.98,Neutral / Choppy,497.85980224609375
2024-05-06,3.26,1.49,Neutral / Choppy,503.00115966796875
2024-05-07,3.33,1.9,Neutral / Choppy,503.55615234375
2024-05-08,3.09,2.16,Neutral / Choppy,503.6048278808594
2024-05-09,3.09,2.37,Neutral / Choppy,506.5064697265625
2024-05-10,2.82,2.47,Neutral / Choppy,507.15899658203125
2024-05-13,1.86,2.16,Neutral / Choppy,507.2270812988281
2024-05-14,2.9,2.33,Neutral / Choppy,509.55426025390625
2024-05-15,3.28,2.54,Neutral / Choppy,515.8641357421875
2024-05-16,3.1,2.66,Neutral / Choppy,514.8026733398438
2024-05-17,3.59,2.87,Neutral / Choppy,515.542724609375
2024-05-20,3.58,3.03,Neutral / Choppy,516.1367797851562
2024-05-21,2.97,3.0,Neutral / Choppy,517.4025268554688
2024-05-22,2.88,2.94,Neutral / Choppy,515.912841796875
2024-05-23,2.52,2.73,Neutral / Choppy,512.14453125
2024-05-24,2.45,2.59,Neutral / Choppy,515.5331420898438
2024-05-28,2.31,2.45,Neutral / Choppy,515.8932495117188
2024-05-29,1.94,2.19,Neutral / Choppy,512.28076171875
2024-05-30,1.45,1.82,Neutral / Choppy,508.88238525390625
2024-05-31,1.0,1.41,Neutral / Choppy,513.5174560546875
2024-06-03,0.01,0.71,Neutral / Choppy,513.9361572265625
2024-06-04,-1.0,-0.14,Neutral / Choppy,514.5105590820312
2024-06-05,-1.1,-0.62,Neutral / Choppy,520.6256103515625
2024-06-06,-1.33,-0.98,Neutral / Choppy,520.6159057617188
2024-06-07,-1.32,-1.15,Neutral / Choppy,519.9829711914062
2024-06-10,-0.91,-1.1,Neutral / Choppy,521.5896606445312
2024-06-11,-1.14,-1.12,Neutral / Choppy,522.8457641601562
2024-06-12,0.39,-0.78,Neutral / Choppy,527.139892578125
2024-06-13,-0.16,-0.64,Neutral / Choppy,528.2013549804688
2024-06-14,-0.2,-0.55,Neutral / Choppy,528.5226440429688
2024-06-17,-0.52,-0.54,Neutral / Choppy,532.7290649414062
2024-06-18,-0.47,-0.52,Neutral / Choppy,534.0826416015625
2024-06-20,-0.55,-0.54,Neutral / Choppy,532.6317138671875
2024-06-21,-0.52,-0.53,Neutral / Choppy,531.9176635742188
2024-06-24,-1.19,-0.86,Neutral / Choppy,530.1886596679688
2024-06-25,-1.3,-1.08,Neutral / Choppy,532.230224609375
2024-06-26,-1.16,-1.12,Neutral / Choppy,532.8946533203125
2024-06-27,-0.9,-1.07,Neutral / Choppy,533.734619140625
2024-06-28,-0.99,-1.05,Neutral / Choppy,531.6343383789062
2024-07-01,-0.21,-0.87,Neutral / Choppy,532.7284545898438
2024-07-02,-0.01,-0.68,Neutral / Choppy,536.3135986328125
2024-07-03,0.28,-0.46,Neutral / Choppy,538.7070922851562
2024-07-05,0.63,-0.22,Neutral / Choppy,541.8134765625
2024-07-08,1.21,0.1,Neutral / Choppy,542.4386596679688
2024-07-09,1.24,0.35,Neutral / Choppy,542.9661865234375
2024-07-10,1.36,0.58,Neutral / Choppy,548.3388671875
2024-07-11,1.5,0.78,Neutral / Choppy,543.6109008789062
2024-07-12,2.22,1.1,Neutral / Choppy,547.0397338867188
2024-07-15,2.77,1.47,Neutral / Choppy,548.5440063476562
2024-07-16,3.56,1.94,Neutral / Choppy,551.7970581054688
2024-07-17,4.17,2.43,Neutral / Choppy,544.0602416992188
2024-07-18,3.96,2.77,Neutral / Choppy,539.8792724609375
2024-07-19,4.06,3.06,Neutral / Choppy,536.2940673828125
2024-07-22,4.39,3.35,Neutral / Choppy,541.8231811523438
2024-07-23,4.6,3.63,Neutral / Choppy,540.973388671875
2024-07-24,2.44,3.04,Neutral / Choppy,528.7135620117188
2024-07-25,2.34,2.69,Neutral / Choppy,525.9586791992188
2024-07-26,2.15,2.42,Neutral / Choppy,531.8493041992188
2024-07-29,1.84,2.13,Neutral / Choppy,532.1619262695312
2024-07-30,1.49,1.81,Neutral / Choppy,529.4657592773438
2024-07-31,1.28,1.54,Neutral / Choppy,538.0719604492188
2024-08-01,0.97,1.26,Neutral / Choppy,530.452392578125
2024-08-02,-1.26,0.0,Neutral / Choppy,520.576171875
2024-08-05,-2.44,-1.22,Neutral / Choppy,505.4150390625
2024-08-06,-3.3,-2.26,Neutral / Choppy,510.0748291015625
2024-08-07,-4.05,-3.16,Neutral / Choppy,506.66552734375
2024-08-08,-4.09,-3.62,Full Risk-Off,518.3782348632812
2024-08-09,-2.68,-3.41,Full Risk-Off,520.6640625
2024-08-12,-2.95,-3.31,Full Risk-Off,520.9376831054688
2024-08-13,-3.27,-3.3,Full Risk-Off,529.5048217773438
2024-08-14,-2.02,-3.02,Full Risk-Off,531.1752319335938
2024-08-15,-2.09,-2.81,Full Risk-Off,540.2796020507812
2024-08-16,-1.21,-2.45,Full Risk-Off,541.4910888671875
2024-08-19,-0.32,-1.98,Neutral / Choppy,546.6683959960938
2024-08-20,-0.12,-1.57,Neutral / Choppy,545.7794189453125
2024-08-21,0.54,-1.1,Neutral / Choppy,547.6550903320312
2024-08-22,1.14,-0.6,Neutral / Choppy,543.3568115234375
2024-08-23,2.18,0.02,Neutral / Choppy,549.1301879882812
2024-08-26,3.33,0.75,Neutral / Choppy,547.8211669921875
2024-08-27,3.27,1.31,Neutral / Choppy,548.573486328125
2024-08-28,2.92,1.67,Neutral / Choppy,545.3887939453125
2024-08-29,2.91,1.95,Neutral / Choppy,545.4375610351562
2024-08-30,3.32,2.25,Neutral / Choppy,550.6443481445312
2024-09-03,1.18,1.72,Neutral / Choppy,539.3126831054688
2024-09-04,0.11,0.91,Neutral / Choppy,538.2088012695312
2024-09-05,0.89,0.9,Neutral / Choppy,536.899658203125
2024-09-06,-1.62,-0.36,Neutral / Choppy,527.8636474609375
2024-09-09,-1.49,-0.92,Neutral / Choppy,533.7736206054688
2024-09-10,-1.64,-1.28,Neutral / Choppy,536.0986938476562
2024-09-11,-1.59,-1.44,Neutral / Choppy,541.5985107421875
2024-09-12,0.38,-1.03,Neutral / Choppy,546.1604614257812
2024-09-13,0.9,-0.6,Neutral / Choppy,549.0128784179688
2024-09-16,0.82,-0.29,Neutral / Choppy,549.8238525390625
2024-09-17,1.7,0.15,Neutral / Choppy,550.0484619140625
2024-09-18,3.74,0.95,Neutral / Choppy,548.4171142578125
2024-09-19,5.45,1.95,Neutral / Choppy,557.7755737304688
2024-09-20,5.36,2.71,Neutral / Choppy,556.8113403320312
2024-09-23,5.39,3.3,Neutral / Choppy,558.2027587890625
2024-09-24,5.48,3.79,Neutral / Choppy,559.7999877929688
2024-09-25,4.87,4.03,Moderate Risk-On,558.5652465820312
2024-09-26,5.19,4.29,Moderate Risk-On,560.77978515625
2024-09-27,6.09,4.69,Moderate Risk-On,559.9664306640625
2024-09-30,6.18,5.02,Moderate Risk-On,562.21044921875
2024-10-01,4.94,4.98,Moderate Risk-On,557.1738891601562
2024-10-02,5.22,5.03,Moderate Risk-On,557.4089965820312
2024-10-03,3.85,4.44,Moderate Risk-On,556.3900146484375
2024-10-04,4.76,4.51,Moderate Risk-On,561.4461059570312
2024-10-07,3.75,4.13,Moderate Risk-On,556.3704223632812
2024-10-08,2.93,3.53,Moderate Risk-On,561.6323852539062
2024-10-09,2.55,3.04,Neutral / Choppy,565.5223999023438
2024-10-10,2.26,2.65,Neutral / Choppy,564.5327758789062
2024-10-11,2.2,2.43,Neutral / Choppy,567.913330078125
2024-10-14,3.11,2.58,Neutral / Choppy,572.557861328125
2024-10-15,2.2,2.39,Neutral / Choppy,568.1092529296875
2024-10-16,3.53,2.64,Neutral / Choppy,570.5784912109375
2024-10-17,3.37,2.8,Neutral / Choppy,570.62744140625
2024-10-18,3.33,2.92,Neutral / Choppy,572.8223876953125
2024-10-21,3.26,3.0,Neutral / Choppy,571.8817749023438
2024-10-22,2.29,2.64,Neutral / Choppy,571.5780029296875
2024-10-23,1.64,2.14,Neutral / Choppy,566.3551635742188
2024-10-24,1.72,1.93,Neutral / Choppy,567.5801391601562
2024-10-25,0.67,1.3,Neutral / Choppy,567.3841552734375
2024-10-28,1.22,1.26,Neutral / Choppy,569.1382446289062
2024-10-29,1.48,1.31,Neutral / Choppy,570.0592651367188
2024-10-30,1.53,1.36,Neutral / Choppy,568.3345947265625
2024-10-31,0.36,0.86,Neutral / Choppy,557.1935424804688
2024-11-01,1.81,1.07,Neutral / Choppy,559.545166015625
2024-11-04,0.85,0.96,Neutral / Choppy,558.3399658203125
2024-11-05,1.49,1.08,Neutral / Choppy,565.0912475585938
2024-11-06,4.79,1.9,Neutral / Choppy,579.142578125
2024-11-07,5.75,2.76,Neutral / Choppy,583.62060546875
2024-11-08,5.69,3.41,Neutral / Choppy,586.1486206054688
2024-11-11,5.77,3.93,Moderate Risk-On,586.7070922851562
2024-11-12,5.74,4.34,Moderate Risk-On,584.8846435546875
2024-11-13,5.5,4.59,Moderate Risk-On,585.1688842773438
2024-11-14,4.82,4.64,Moderate Risk-On,581.4060668945312
2024-11-15,4.63,4.64,Moderate Risk-On,573.9590454101562
2024-11-18,4.35,4.49,Moderate Risk-On,576.310791015625
2024-11-19,4.16,4.33,Moderate Risk-On,578.41748046875
2024-11-20,3.89,4.11,Moderate Risk-On,578.6134643554688
2024-11-21,3.79,3.95,Moderate Risk-On,581.7196655273438
2024-11-22,4.54,4.08,Moderate Risk-On,583.5226440429688
2024-11-25,4.78,4.24,Moderate Risk-On,585.501953125
2024-11-26,4.75,4.35,Moderate Risk-On,588.5592651367188
2024-11-27,5.36,4.57,Moderate Risk-On,586.7758178710938
2024-11-29,5.23,4.72,Moderate Risk-On,590.4209594726562
2024-12-02,5.13,4.81,Moderate Risk-On,591.4791870117188
2024-12-03,5.2,4.9,Moderate Risk-On,591.7534790039062
2024-12-04,4.83,4.86,Moderate Risk-On,595.427978515625
2024-12-05,4.73,4.8,Moderate Risk-On,594.4481811523438
2024-12-06,4.54,4.67,Moderate Risk-On,595.5750122070312
2024-12-09,4.2,4.43,Moderate Risk-On,592.5079956054688
2024-12-10,3.72,4.08,Moderate Risk-On,590.6658935546875
2024-12-11,3.25,3.66,Moderate Risk-On,595.2319946289062
2024-12-12,2.99,3.33,Moderate Risk-On,592.1651611328125
2024-12-13,2.67,3.0,Neutral / Choppy,592.0475463867188
2024-12-16,2.66,2.83,Neutral / Choppy,594.5755004882812
2024-12-17,2.41,2.62,Neutral / Choppy,592.1258544921875
2024-12-18,-0.25,1.18,Neutral / Choppy,574.4783935546875
2024-12-19,0.03,0.61,Neutral / Choppy,574.302001953125
2024-12-20,0.6,0.6,Neutral / Choppy,581.199951171875
2024-12-23,0.11,0.36,Neutral / Choppy,584.6803588867188
2024-12-24,0.59,0.41,Neutral / Choppy,591.1790771484375
2024-12-26,0.61,0.45,Neutral / Choppy,591.218505859375
2024-12-27,0.6,0.49,Neutral / Choppy,584.9949340820312
2024-12-30,-0.22,0.13,Neutral / Choppy,578.3192138671875
2024-12-31,-0.79,-0.33,Neutral / Choppy,576.21533203125
2025-01-02,-1.18,-0.75,Neutral / Choppy,574.799560546875
2025-01-03,-0.21,-0.63,Neutral / Choppy,581.9865112304688
2025-01-06,0.51,-0.38,Neutral / Choppy,585.3390502929688
2025-01-07,0.76,-0.13,Neutral / Choppy,578.7223510742188
2025-01-08,0.82,0.08,Neutral / Choppy,579.5677490234375
2025-01-10,0.78,0.24,Neutral / Choppy,570.7192993164062
2025-01-13,1.19,0.45,Neutral / Choppy,571.604248046875
2025-01-14,2.15,0.83,Neutral / Choppy,572.3907470703125
2025-01-15,3.06,1.32,Neutral / Choppy,582.802490234375
2025-01-16,4.0,1.92,Neutral / Choppy,581.6817626953125
2025-01-17,4.3,2.45,Neutral / Choppy,587.521728515625
2025-01-21,4.97,3.01,Neutral / Choppy,592.8995971679688
2025-01-22,4.69,3.38,Neutral / Choppy,596.232666015625
2025-01-23,4.02,3.52,Neutral / Choppy,599.4869384765625
2025-01-24,4.13,3.66,Neutral / Choppy,597.7367553710938
2025-01-27,3.15,3.4,Neutral / Choppy,589.2816162109375
2025-01-28,2.58,2.99,Neutral / Choppy,594.344970703125
2025-01-29,3.14,3.02,Neutral / Choppy,591.6804809570312
2025-01-30,3.08,3.04,Neutral / Choppy,594.8561401367188
2025-01-31,2.57,2.8,Neutral / Choppy,591.6904296875
2025-02-03,0.69,1.75,Neutral / Choppy,587.7085571289062
2025-02-04,1.8,1.76,Neutral / Choppy,591.6510620117188
2025-02-05,1.42,1.59,Neutral / Choppy,594.0498657226562
2025-02-06,1.05,1.32,Neutral / Choppy,596.1146240234375
2025-02-07,1.22,1.27,Neutral / Choppy,590.6580200195312
2025-02-10,0.94,1.1,Neutral / Choppy,594.6693725585938
2025-02-11,0.39,0.75,Neutral / Choppy,595.12158203125
2025-02-12,0.32,0.53,Neutral / Choppy,593.2044067382812
2025-02-13,0.88,0.61,Neutral / Choppy,599.46728515625
2025-02-14,1.04,0.71,Neutral / Choppy,599.4376831054688
2025-02-18,0.84,0.74,Neutral / Choppy,601.197509765625
2025-02-19,0.65,0.69,Neutral / Choppy,602.6133422851562
2025-02-20,0.7,0.69,Neutral / Choppy,600.1062622070312
2025-02-21,-0.36,0.17,Neutral / Choppy,589.8419799804688
2025-02-24,-0.91,-0.37,Neutral / Choppy,587.1580200195312
2025-02-25,-1.06,-0.72,Neutral / Choppy,584.2378540039062
2025-02-26,-1.61,-1.16,Neutral / Choppy,584.5328979492188
2025-02-27,-2.47,-1.82,Neutral / Choppy,575.2025756835938
2025-02-28,-1.23,-1.69,Neutral / Choppy,584.178955078125
2025-03-03,-3.39,-2.54,Neutral / Choppy,573.9441528320312
2025-03-04,-6.21,-4.37,Full Risk-Off,567.1505126953125
2025-03-05,-3.48,-4.18,Full Risk-Off,573.2461547851562
2025-03-06,-5.3,-4.74,Full Risk-Off,563.0703125
2025-03-07,-3.06,-4.36,Full Risk-Off,566.2262573242188
2025-03-10,-7.39,-5.88,Full Risk-Off,551.14453125
2025-03-11,-7.08,-6.48,Full Risk-Off,546.5629272460938
2025-03-12,-6.83,-6.65,Full Risk-Off,549.4631958007812
2025-03-13,-5.71,-6.44,Full Risk-Off,542.138671875
2025-03-14,-5.73,-6.29,Full Risk-Off,553.3369140625
2025-03-17,-5.39,-6.09,Full Risk-Off,557.6039428710938
2025-03-18,-4.68,-5.77,Full Risk-Off,551.5771484375
2025-03-19,-3.82,-5.34,Full Risk-Off,557.5842895507812
2025-03-20,-3.68,-4.97,Full Risk-Off,555.9718017578125
2025-03-21,-3.91,-4.74,Full Risk-Off,556.1552734375
2025-03-24,-1.71,-4.06,Full Risk-Off,566.1151733398438
2025-03-25,-1.37,-3.46,Full Risk-Off,567.4760131835938
2025-03-26,-3.24,-3.41,Full Risk-Off,560.7012939453125
2025-03-27,-3.34,-3.4,Full Risk-Off,559.2122802734375
2025-03-28,-4.5,-3.95,Full Risk-Off,547.95068359375
2025-03-31,-6.79,-5.37,Full Risk-Off,551.6289672851562
2025-04-01,-6.53,-5.95,Full Risk-Off,553.18701171875
2025-04-02,-7.15,-6.55,Full Risk-Off,556.6878051757812
2025-04-03,-8.39,-7.47,Full Risk-Off,529.2538452148438
2025-04-04,-8.26,-7.86,Full Risk-Off,498.2696838378906
2025-04-07,-8.67,-8.27,Full Risk-Off,497.38214111328125
2025-04-08,-9.25,-8.76,Full Risk-Off,489.5918273925781
2025-04-09,-10.11,-9.43,Full Risk-Off,541.0084228515625
2025-04-10,-10.25,-9.84,Full Risk-Off,517.302001953125
2025-04-11,-9.36,-9.74,Full Risk-Off,526.5320434570312
2025-04-14,-8.69,-9.5,Neutral / Choppy,531.6401977539062
2025-04-15,-8.66,-9.32,Neutral / Choppy,530.1510620117188
2025-04-16,-8.41,-9.11,Neutral / Choppy,518.366943359375
2025-04-17,-8.49,-8.98,Neutral / Choppy,519.1065063476562
2025-04-21,-7.22,-8.59,Neutral / Choppy,506.7503356933594
2025-04-22,-7.55,-8.36,Neutral / Choppy,519.9349365234375
2025-04-23,-5.86,-7.8,Neutral / Choppy,527.991455078125
2025-04-24,-4.87,-7.15,Neutral / Choppy,539.105224609375
2025-04-25,-2.47,-6.11,Neutral / Choppy,543.0003051757812
2025-04-28,-1.99,-5.19,Neutral / Choppy,543.2073974609375
2025-04-29,-1.97,-4.48,Neutral / Choppy,546.6292114257812
