d,raw,smooth,status,spx
2021-12-30,2.86,1.35,Neutral / Choppy,448.0280456542969
2021-12-31,2.8,1.67,Neutral / Choppy,446.8988952636719
2022-01-03,3.28,2.03,Neutral / Choppy,449.4864196777344
2022-01-04,3.42,2.34,Neutral / Choppy,449.3358459472656
2022-01-05,2.71,2.42,Neutral / Choppy,440.70770263671875
2022-01-06,2.37,2.4,Neutral / Choppy,440.2936706542969
2022-01-07,1.8,2.1,Neutral / Choppy,438.552978515625
2022-01-10,1.17,1.63,Neutral / Choppy,438.0072326660156
2022-01-11,1.89,1.69,Neutral / Choppy,441.9967346191406
2022-01-12,2.12,1.79,Neutral / Choppy,443.191650390625
2022-01-13,0.96,1.37,Neutral / Choppy,437.0851135253906
2022-01-14,1.96,1.5,Neutral / Choppy,437.263916015625
2022-01-18,0.28,0.89,Neutral / Choppy,429.5201721191406
2022-01-19,-0.66,0.12,Neutral / Choppy,425.0601806640625
2022-01-20,-0.85,-0.37,Neutral / Choppy,420.3555908203125
2022-01-21,-5.8,-3.08,Neutral / Choppy,412.1037902832031
2022-01-24,-5.37,-4.23,Full Risk-Off,413.8538818359375
2022-01-25,-7.42,-5.82,Full Risk-Off,408.8011169433594
2022-01-26,-7.69,-6.76,Full Risk-Off,407.7755432128906
2022-01-27,-7.75,-7.25,Full Risk-Off,405.7619323730469
2022-01-28,-5.48,-6.86,Full Risk-Off,415.8392028808594
2022-01-31,-5.67,-6.59,Full Risk-Off,423.32891845703125
2022-02-01,-2.06,-5.59,Full Risk-Off,426.18927001953125
2022-02-02,-1.95,-4.78,Full Risk-Off,430.329345703125
2022-02-03,-3.59,-4.51,Full Risk-Off,420.2144775390625
2022-02-04,-3.07,-4.19,Full Risk-Off,422.1903991699219
2022-02-07,-2.81,-3.89,Full Risk-Off,420.83544921875
2022-02-08,-0.01,-3.02,Full Risk-Off,424.298095703125
2022-02-09,1.93,-1.92,Neutral / Choppy,430.5081481933594
2022-02-10,2.49,-0.94,Neutral / Choppy,422.7737731933594
2022-02-11,-3.71,-2.33,Neutral / Choppy,414.4372253417969
2022-02-14,-3.78,-3.05,Neutral / Choppy,413.08233642578125
2022-02-15,-1.66,-2.74,Neutral / Choppy,419.74395751953125
2022-02-16,-1.52,-2.47,Neutral / Choppy,420.2144775390625
2022-02-17,-4.6,-3.54,Full Risk-Off,411.238037109375
2022-02-18,-5.18,-4.36,Full Risk-Off,408.5753173828125
2022-02-22,-5.74,-5.05,Full Risk-Off,404.19061279296875
2022-02-23,-7.2,-6.12,Full Risk-Off,397.0208435058594
2022-02-24,-7.26,-6.69,Full Risk-Off,402.99554443359375
2022-02-25,-4.53,-6.21,Full Risk-Off,411.8873596191406
2022-02-28,-6.22,-6.22,Full Risk-Off,410.83349609375
2022-03-01,-6.85,-6.53,Full Risk-Off,404.576416015625
2022-03-02,-4.22,-6.02,Full Risk-Off,412.01898193359375
2022-03-03,-3.19,-5.39,Full Risk-Off,409.96783447265625
2022-03-04,-4.73,-5.24,Full Risk-Off,406.6370544433594
2022-03-07,-5.78,-5.51,Full Risk-Off,394.64971923828125
2022-03-08,-6.38,-5.95,Full Risk-Off,391.6575622558594
2022-03-09,-6.56,-6.25,Full Risk-Off,402.15826416015625
2022-03-10,-4.57,-5.88,Full Risk-Off,400.3421630859375
2022-03-11,-5.58,-5.81,Full Risk-Off,395.25189208984375
2022-03-14,-5.39,-5.72,Full Risk-Off,392.3632507324219
2022-03-15,-6.02,-5.87,Full Risk-Off,400.9914855957031
2022-03-16,-4.12,-5.48,Full Risk-Off,409.8831787109375
2022-03-17,-1.72,-4.64,Full Risk-Off,415.01123046875
2022-03-18,1.91,-3.19,Full Risk-Off,419.5567321777344
2022-03-21,1.82,-2.08,Neutral / Choppy,419.43402099609375
2022-03-22,2.25,-1.11,Neutral / Choppy,424.34197998046875
2022-03-23,2.92,-0.22,Neutral / Choppy,418.8771667480469
2022-03-24,2.89,0.47,Neutral / Choppy,425.1914367675781
2022-03-25,2.52,0.93,Neutral / Choppy,427.2679443359375
2022-03-28,4.79,1.79,Neutral / Choppy,430.3070983886719
2022-03-29,5.32,2.57,Neutral / Choppy,435.6303405761719
2022-03-30,5.17,3.15,Neutral / Choppy,432.9404296875
2022-03-31,1.84,2.49,Neutral / Choppy,426.2769470214844
2022-04-01,2.72,2.54,Neutral / Choppy,427.4849853515625
2022-04-04,4.76,3.04,Neutral / Choppy,431.14703369140625
2022-04-05,1.02,2.03,Neutral / Choppy,425.70111083984375
2022-04-06,-0.26,0.88,Neutral / Choppy,421.4444274902344
2022-04-07,-0.82,0.03,Neutral / Choppy,423.5680236816406
2022-04-08,-1.67,-0.82,Neutral / Choppy,422.4355163574219
2022-04-11,-5.02,-2.92,Neutral / Choppy,415.21502685546875
2022-04-12,-5.81,-4.36,Full Risk-Off,413.6766357421875
2022-04-13,-5.26,-4.81,Full Risk-Off,418.4147033691406
2022-04-14,-5.37,-5.09,Full Risk-Off,413.20458984375
2022-04-18,-4.62,-4.99,Full Risk-Off,413.3746032714844
2022-04-19,-3.63,-4.69,Full Risk-Off,420.0474853515625
2022-04-20,-3.46,-4.41,Full Risk-Off,419.7360534667969
2022-04-21,-3.59,-4.23,Full Risk-Off,413.4594421386719
2022-04-22,-5.44,-4.83,Full Risk-Off,402.1145935058594
2022-04-25,-5.45,-5.14,Full Risk-Off,404.44573974609375
2022-04-26,-7.08,-6.11,Full Risk-Off,392.7327575683594
2022-04-27,-6.37,-6.24,Full Risk-Off,393.8370056152344
2022-04-28,-6.8,-6.52,Full Risk-Off,403.7851257324219
2022-04-29,-7.78,-7.15,Full Risk-Off,388.8629455566406
2022-05-02,-6.76,-7.06,Full Risk-Off,391.2037048339844
2022-05-03,-6.22,-6.88,Full Risk-Off,392.9969787597656
2022-05-04,-6.33,-6.75,Full Risk-Off,404.9648742675781
2022-05-05,-6.73,-6.75,Full Risk-Off,390.5713195800781
2022-05-06,-6.14,-6.61,Full Risk-Off,388.239990234375
2022-05-09,-8.91,-7.76,Full Risk-Off,375.8096618652344
2022-05-10,-9.33,-8.55,Full Risk-Off,376.677978515625
2022-05-11,-9.39,-8.97,Full Risk-Off,370.69403076171875
2022-05-12,-8.23,-8.8,Full Risk-Off,370.3070373535156
2022-05-13,-8.09,-8.65,Full Risk-Off,379.1602478027344
2022-05-16,-7.85,-8.47,Full Risk-Off,377.621826171875
2022-05-17,-7.17,-8.18,Full Risk-Off,385.3896484375
2022-05-18,-6.98,-7.91,Full Risk-Off,369.8539733886719
2022-05-19,-6.19,-7.53,Full Risk-Off,367.58880615234375
2022-05-20,-5.0,-6.97,Full Risk-Off,367.7491760253906
2022-05-23,-5.54,-6.65,Full Risk-Off,374.62982177734375
2022-05-24,-6.12,-6.53,Full Risk-Off,371.77001953125
2022-05-25,-5.1,-6.21,Full Risk-Off,375.0545959472656
2022-05-26,-3.84,-5.69,Full Risk-Off,382.5486755371094
2022-05-27,-1.7,-4.8,Full Risk-Off,391.93988037109375
2022-05-31,-1.07,-3.97,Full Risk-Off,389.7406921386719
2022-06-01,-0.58,-3.22,Full Risk-Off,386.5882263183594
2022-06-02,0.46,-2.4,Neutral / Choppy,393.9502868652344
2022-06-03,1.1,-1.62,Neutral / Choppy,387.4849853515625
2022-06-06,0.48,-1.16,Neutral / Choppy,388.664794921875
2022-06-07,0.88,-0.7,Neutral / Choppy,392.3929138183594
2022-06-08,1.61,-0.19,Neutral / Choppy,388.1268310546875
2022-06-09,-1.01,-0.6,Neutral / Choppy,378.89599609375
2022-06-10,-2.45,-1.52,Neutral / Choppy,367.90966796875
2022-06-13,-5.6,-3.56,Full Risk-Off,353.9407958984375
2022-06-14,-5.66,-4.61,Full Risk-Off,352.8742370605469
2022-06-15,-6.42,-5.52,Full Risk-Off,357.9049987792969
2022-06-16,-7.36,-6.44,Full Risk-Off,346.0597839355469
2022-06-17,-8.39,-7.41,Full Risk-Off,346.80572509765625
2022-06-21,-8.83,-8.12,Full Risk-Off,355.5361022949219
2022-06-22,-8.87,-8.5,Full Risk-Off,354.8915710449219
2022-06-23,-8.9,-8.7,Full Risk-Off,358.370361328125
2022-06-24,-7.82,-8.5,Full Risk-Off,369.7642822265625
2022-06-27,-7.45,-8.27,Full Risk-Off,368.3519287109375
2022-06-28,-7.38,-8.07,Full Risk-Off,360.8254699707031
2022-06-29,-7.61,-7.97,Full Risk-Off,360.53155517578125
2022-06-30,-7.78,-7.93,Full Risk-Off,357.6025085449219
2022-07-01,-7.63,-7.86,Full Risk-Off,361.3847351074219
2022-07-05,-7.53,-7.79,Full Risk-Off,362.0672607421875
2022-07-06,-7.56,-7.74,Full Risk-Off,363.2900695800781
2022-07-07,-6.92,-7.56,Full Risk-Off,368.7310791015625
2022-07-08,-6.57,-7.34,Full Risk-Off,368.42779541015625
2022-07-11,-6.65,-7.18,Full Risk-Off,364.218994140625
2022-07-12,-7.55,-7.37,Full Risk-Off,360.9961242675781
2022-07-13,-6.22,-7.11,Full Risk-Off,359.1002197265625
2022-07-14,-7.06,-7.1,Full Risk-Off,358.2281188964844
2022-07-15,-5.26,-6.69,Full Risk-Off,365.0721435546875
2022-07-18,-4.98,-6.31,Full Risk-Off,362.05780029296875
2022-07-19,-3.63,-5.72,Full Risk-Off,371.8402404785156
2022-07-20,-2.75,-5.06,Full Risk-Off,374.2100830078125
2022-07-21,-1.45,-4.25,Full Risk-Off,378.0207214355469
2022-07-22,-0.13,-3.34,Full Risk-Off,374.513427734375
2022-07-25,-0.16,-2.63,Neutral / Choppy,374.9683837890625
2022-07-26,-0.94,-2.26,Neutral / Choppy,370.5321960449219
2022-07-27,0.79,-1.58,Neutral / Choppy,380.1535339355469
2022-07-28,1.31,-0.94,Neutral / Choppy,384.92156982421875
2022-07-29,1.3,-0.44,Neutral / Choppy,390.53326416015625
2022-08-01,1.18,-0.08,Neutral / Choppy,389.3768310546875
2022-08-02,1.19,0.2,Neutral / Choppy,386.8079833984375
2022-08-03,1.12,0.41,Neutral / Choppy,392.8652038574219
2022-08-04,0.61,0.45,Neutral / Choppy,392.5997314453125
2022-08-05,1.0,0.57,Neutral / Choppy,391.93621826171875
2022-08-08,1.03,0.67,Neutral / Choppy,391.481201171875
2022-08-09,1.04,0.76,Neutral / Choppy,389.92669677734375
2022-08-10,2.21,1.08,Neutral / Choppy,398.11669921875
2022-08-11,1.52,1.18,Neutral / Choppy,398.11669921875
2022-08-12,3.19,1.62,Neutral / Choppy,404.8563232421875
2022-08-15,3.18,1.97,Neutral / Choppy,406.5246887207031
2022-08-16,5.13,2.67,Neutral / Choppy,407.3208923339844
2022-08-17,2.27,2.47,Neutral / Choppy,404.4297790527344
2022-08-18,2.16,2.32,Neutral / Choppy,405.6051940917969
2022-08-19,-0.2,1.06,Neutral / Choppy,400.15460205078125
2022-08-22,-1.47,-0.21,Neutral / Choppy,391.8223876953125
2022-08-23,-2.49,-1.35,Neutral / Choppy,390.87451171875
2022-08-24,-1.51,-1.43,Neutral / Choppy,392.12579345703125
2022-08-25,-0.53,-1.23,Neutral / Choppy,397.66162109375
2022-08-26,-2.78,-2.0,Neutral / Choppy,384.20111083984375
2022-08-29,-3.46,-2.73,Neutral / Choppy,381.6607971191406
2022-08-30,-4.35,-3.54,Full Risk-Off,377.470947265625
2022-08-31,-4.78,-4.16,Full Risk-Off,374.5987243652344
2022-09-01,-6.05,-5.11,Full Risk-Off,375.7742004394531
2022-09-02,-4.93,-5.07,Full Risk-Off,371.8118591308594
2022-09-06,-6.01,-5.54,Full Risk-Off,370.408935546875
2022-09-07,-4.82,-5.38,Full Risk-Off,377.0633850097656
2022-09-08,-3.57,-4.98,Full Risk-Off,379.5279541015625
2022-09-09,-2.77,-4.49,Full Risk-Off,385.4239501953125
2022-09-12,-2.25,-3.99,Full Risk-Off,389.5663757324219
2022-09-13,-2.4,-3.64,Full Risk-Off,372.6270751953125
2022-09-14,-1.99,-3.27,Full Risk-Off,374.0489196777344
2022-09-15,-2.46,-3.09,Full Risk-Off,369.80230712890625
2022-09-16,-2.52,-2.96,Full Risk-Off,366.9810791015625
2022-09-19,-2.53,-2.87,Full Risk-Off,369.82696533203125
2022-09-20,-3.02,-2.94,Full Risk-Off,365.5819396972656
2022-09-21,-3.7,-3.32,Full Risk-Off,359.20477294921875
2022-09-22,-5.22,-4.27,Full Risk-Off,356.1874694824219
2022-09-23,-5.94,-5.11,Full Risk-Off,350.2196960449219
2022-09-26,-7.62,-6.36,Full Risk-Off,346.7550354003906
2022-09-27,-7.25,-6.81,Full Risk-Off,345.86993408203125
2022-09-28,-6.68,-6.78,Full Risk-Off,352.6753234863281
2022-09-29,-7.88,-7.33,Full Risk-Off,345.3083190917969
2022-09-30,-6.44,-7.13,Full Risk-Off,339.9686584472656
2022-10-03,-6.16,-6.92,Full Risk-Off,348.9442443847656
2022-10-04,-4.42,-6.36,Full Risk-Off,359.7568359375
2022-10-05,-3.87,-5.81,Full Risk-Off,358.9192810058594
2022-10-06,-3.73,-5.35,Full Risk-Off,355.21673583984375
2022-10-07,-3.94,-5.03,Full Risk-Off,345.3083190917969
2022-10-10,-2.99,-4.58,Full Risk-Off,342.6717834472656
2022-10-11,-4.84,-4.71,Full Risk-Off,340.5016174316406
2022-10-12,-4.89,-4.8,Full Risk-Off,339.3784484863281
2022-10-13,-3.61,-4.54,Full Risk-Off,348.3350830078125
2022-10-14,-2.98,-4.19,Full Risk-Off,340.3970031738281
2022-10-17,-2.37,-3.79,Full Risk-Off,349.14410400390625
2022-10-18,-1.47,-3.27,Full Risk-Off,353.24639892578125
2022-10-19,-2.02,-2.99,Full Risk-Off,350.7431640625
2022-10-20,-2.15,-2.81,Full Risk-Off,347.8020935058594
2022-10-21,-2.07,-2.64,Neutral / Choppy,356.2541198730469
2022-10-24,-2.99,-2.82,Neutral / Choppy,360.61346435546875
2022-10-25,-2.35,-2.71,Neutral / Choppy,366.3719482421875
2022-10-26,-1.11,-2.36,Neutral / Choppy,363.6116638183594
2022-10-27,-0.39,-1.92,Neutral / Choppy,361.6699523925781
2022-10-28,-0.15,-1.53,Neutral / Choppy,370.27435302734375
2022-10-31,0.22,-1.14,Neutral / Choppy,367.5998229980469
2022-11-01,0.69,-0.73,Neutral / Choppy,365.9912109375
2022-11-02,0.38,-0.48,Neutral / Choppy,356.80615234375
2022-11-03,-0.1,-0.4,Neutral / Choppy,353.1322326660156
2022-11-04,0.38,-0.23,Neutral / Choppy,358.21490478515625
2022-11-07,0.64,-0.03,Neutral / Choppy,361.6413879394531
2022-11-08,-0.16,-0.1,Neutral / Choppy,363.5926208496094
2022-11-09,-1.1,-0.6,Neutral / Choppy,356.1018981933594
2022-11-10,-1.3,-0.95,Neutral / Choppy,375.671142578125
2022-11-11,1.01,-0.51,Neutral / Choppy,379.3070983886719
2022-11-14,-1.02,-0.77,Neutral / Choppy,376.0804443359375
2022-11-15,1.23,-0.32,Neutral / Choppy,379.2880554199219
2022-11-16,-1.75,-1.04,Neutral / Choppy,376.39459228515625
2022-11-17,-2.55,-1.79,Neutral / Choppy,375.2427978515625
2022-11-18,-0.19,-1.44,Neutral / Choppy,376.9465637207031
2022-11-21,-0.48,-1.22,Neutral / Choppy,375.57598876953125
2022-11-22,-0.69,-1.11,Neutral / Choppy,380.6300354003906
2022-11-23,-0.86,-1.05,Neutral / Choppy,383.0286560058594
2022-11-25,-0.97,-1.03,Neutral / Choppy,382.9429626464844
2022-11-28,-2.36,-1.7,Neutral / Choppy,376.8323669433594
2022-11-29,-2.15,-1.92,Neutral / Choppy,376.1851501464844
2022-11-30,1.6,-1.14,Neutral / Choppy,388.0351257324219
2022-12-01,1.73,-0.5,Neutral / Choppy,387.7496337890625
2022-12-02,2.49,0.16,Neutral / Choppy,387.3023681640625
2022-12-05,-0.81,-0.32,Neutral / Choppy,380.3349914550781
2022-12-06,-1.06,-0.69,Neutral / Choppy,374.85260009765625
2022-12-07,-1.68,-1.19,Neutral / Choppy,374.2148742675781
2022-12-08,-0.97,-1.14,Neutral / Choppy,377.14642333984375
2022-12-09,-1.29,-1.21,Neutral / Choppy,374.3290710449219
2022-12-12,-1.37,-1.29,Neutral / Choppy,379.72589111328125
2022-12-13,0.7,-0.85,Neutral / Choppy,382.600341796875
2022-12-14,-1.35,-1.1,Neutral / Choppy,380.1541442871094
2022-12-15,-3.74,-2.42,Neutral / Choppy,370.85491943359375
2022-12-16,-4.29,-3.35,Full Risk-Off,366.4766540527344
2022-12-19,-5.56,-4.46,Full Risk-Off,363.3689880371094
2022-12-20,-4.57,-4.51,Full Risk-Off,363.8662109375
2022-12-21,-4.43,-4.5,Full Risk-Off,369.306884765625
2022-12-22,-4.11,-4.41,Full Risk-Off,364.0382995605469
2022-12-23,-3.93,-4.3,Full Risk-Off,366.13238525390625
2022-12-27,-3.75,-4.18,Full Risk-Off,364.6885681152344
2022-12-28,-4.21,-4.2,Full Risk-Off,360.15625
2022-12-29,-3.91,-4.13,Full Risk-Off,366.6391906738281
2022-12-30,-3.79,-4.06,Full Risk-Off,365.6734313964844
2023-01-03,-4.92,-4.49,Full Risk-Off,364.1340026855469
2023-01-04,-4.91,-4.7,Full Risk-Off,366.9450988769531
2023-01-05,-3.48,-4.43,Full Risk-Off,362.757080078125
2023-01-06,-1.07,-3.68,Full Risk-Off,371.0758056640625
2023-01-09,0.37,-2.78,Full Risk-Off,370.865478515625
2023-01-10,0.84,-1.98,Neutral / Choppy,373.46636962890625
2023-01-11,4.18,-0.61,Neutral / Choppy,378.1898498535156
2023-01-12,6.57,0.99,Neutral / Choppy,379.56683349609375
2023-01-13,7.26,2.38,Neutral / Choppy,381.0393371582031
2023-01-17,7.8,3.59,Neutral / Choppy,380.34124755859375
2023-01-18,4.94,3.89,Neutral / Choppy,374.33642578125
2023-01-19,4.55,4.03,Moderate Risk-On,371.6113586425781
2023-01-20,7.45,4.79,Moderate Risk-On,378.5340576171875
2023-01-23,6.46,5.16,Moderate Risk-On,383.0760192871094
2023-01-24,6.3,5.42,Moderate Risk-On,382.66485595703125
2023-01-25,6.04,5.55,Moderate Risk-On,382.8082580566406
2023-01-26,5.97,5.65,Moderate Risk-On,387.0154724121094
2023-01-27,5.76,5.67,Moderate Risk-On,387.90460205078125
2023-01-30,5.27,5.47,Moderate Risk-On,383.0377197265625
2023-01-31,5.42,5.45,Moderate Risk-On,388.6696472167969
2023-02-01,5.72,5.51,Moderate Risk-On,392.80035400390625
2023-02-02,5.56,5.52,Moderate Risk-On,398.5183410644531
2023-02-03,5.98,5.62,Moderate Risk-On,394.282470703125
2023-02-06,4.81,5.22,Moderate Risk-On,391.872802734375
2023-02-07,5.38,5.25,Moderate Risk-On,396.99798583984375
2023-02-08,4.24,4.75,Moderate Risk-On,392.6568908691406
2023-02-09,3.61,4.18,Moderate Risk-On,389.25286865234375
2023-02-10,2.97,3.57,Moderate Risk-On,390.16131591796875
2023-02-13,2.25,2.91,Neutral / Choppy,394.7414245605469
2023-02-14,3.28,2.99,Neutral / Choppy,394.5596923828125
2023-02-15,4.36,3.3,Neutral / Choppy,395.8410339355469
2023-02-16,3.26,3.28,Neutral / Choppy,390.39080810546875
2023-02-17,3.51,3.33,Neutral / Choppy,389.41546630859375
2023-02-21,2.88,3.11,Neutral / Choppy,381.60345458984375
2023-02-22,2.84,2.97,Neutral / Choppy,381.07757568359375
2023-02-23,3.82,3.16,Neutral / Choppy,383.1046447753906
2023-02-24,2.61,2.89,Neutral / Choppy,379.0121765136719
2023-02-27,2.78,2.83,Neutral / Choppy,380.30303955078125
2023-02-28,3.25,2.93,Neutral / Choppy,378.8974914550781
2023-03-01,3.63,3.08,Neutral / Choppy,377.4440612792969
2023-03-02,2.9,2.99,Neutral / Choppy,380.3795471191406
2023-03-03,2.86,2.93,Neutral / Choppy,386.4799499511719
2023-03-06,1.58,2.25,Neutral / Choppy,386.74774169921875
2023-03-07,0.22,1.24,Neutral / Choppy,380.8193664550781
2023-03-08,-0.06,0.59,Neutral / Choppy,381.4408874511719
2023-03-09,-0.82,-0.12,Neutral / Choppy,374.4033508300781
2023-03-10,-6.98,-3.55,Full Risk-Off,369.0009460449219
2023-03-13,-7.18,-5.36,Full Risk-Off,368.4749755859375
2023-03-14,-4.9,-5.26,Full Risk-Off,374.5658874511719
2023-03-15,-7.38,-6.32,Full Risk-Off,372.22332763671875
2023-03-16,-5.02,-6.03,Full Risk-Off,378.75396728515625
2023-03-17,-5.14,-5.83,Full Risk-Off,374.32537841796875
2023-03-20,-4.23,-5.48,Full Risk-Off,377.92474365234375
2023-03-21,-2.0,-4.7,Full Risk-Off,382.8870849609375
2023-03-22,-4.01,-4.55,Full Risk-Off,376.36016845703125
2023-03-23,-4.01,-4.43,Full Risk-Off,377.3776550292969
2023-03-24,-3.1,-4.13,Full Risk-Off,379.85394287109375
2023-03-27,-3.17,-3.92,Full Risk-Off,380.5642395019531
2023-03-28,-3.25,-3.77,Full Risk-Off,379.71002197265625
2023-03-29,-0.55,-3.06,Full Risk-Off,385.2290344238281
2023-03-30,0.09,-2.36,Neutral / Choppy,387.4846496582031
2023-03-31,0.85,-1.64,Neutral / Choppy,392.94610595703125
2023-04-03,1.24,-1.0,Neutral / Choppy,394.4434509277344
2023-04-04,0.8,-0.6,Neutral / Choppy,392.2550354003906
2023-04-05,-0.32,-0.54,Neutral / Choppy,391.2279968261719
2023-04-06,-0.39,-0.51,Neutral / Choppy,392.754150390625
2023-04-10,0.22,-0.34,Neutral / Choppy,393.1572265625
2023-04-11,0.35,-0.19,Neutral / Choppy,393.2628479003906
2023-04-12,0.49,-0.04,Neutral / Choppy,391.659912109375
2023-04-13,0.74,0.13,Neutral / Choppy,396.8622741699219
2023-04-14,1.24,0.38,Neutral / Choppy,395.892822265625
2023-04-17,1.44,0.62,Neutral / Choppy,397.3133544921875
2023-04-18,1.61,0.84,Neutral / Choppy,397.5724792480469
2023-04-19,1.42,0.97,Neutral / Choppy,397.50531005859375
2023-04-20,0.97,0.97,Neutral / Choppy,395.33612060546875
2023-04-21,0.98,0.97,Neutral / Choppy,395.6432800292969
2023-04-24,0.49,0.73,Neutral / Choppy,396.05596923828125
2023-04-25,-1.58,-0.43,Neutral / Choppy,389.7691345214844
2023-04-26,-4.51,-2.47,Neutral / Choppy,388.11810302734375
2023-04-27,-1.65,-2.29,Neutral / Choppy,395.8448181152344
2023-04-28,-0.56,-1.9,Neutral / Choppy,399.22344970703125
2023-05-01,-0.37,-1.56,Neutral / Choppy,398.82025146484375
2023-05-02,-4.14,-2.85,Neutral / Choppy,394.3378601074219
2023-05-03,-4.12,-3.49,Full Risk-Off,391.6311340332031
2023-05-04,-4.72,-4.1,Full Risk-Off,388.8572082519531
2023-05-05,-1.15,-3.45,Full Risk-Off,396.05596923828125
2023-05-08,-1.57,-3.03,Full Risk-Off,396.1615295410156
2023-05-09,-1.4,-2.67,Full Risk-Off,394.42425537109375
2023-05-10,-0.86,-2.27,Full Risk-Off,396.2671813964844
2023-05-11,-1.04,-1.99,Full Risk-Off,395.57611083984375
2023-05-12,-1.74,-1.94,Full Risk-Off,395.0577392578125
2023-05-15,-1.5,-1.84,Full Risk-Off,396.4206848144531
2023-05-16,-3.6,-2.72,Full Risk-Off,393.7715759277344
2023-05-17,-3.13,-2.92,Full Risk-Off,398.5516052246094
2023-05-18,-0.52,-2.39,Neutral / Choppy,402.3908996582031
2023-05-19,0.63,-1.72,Neutral / Choppy,401.805419921875
2023-05-22,0.99,-1.12,Neutral / Choppy,401.9685974121094
2023-05-23,-1.08,-1.11,Neutral / Choppy,397.457275390625
2023-05-24,-2.15,-1.63,Neutral / Choppy,394.5777893066406
2023-05-25,-1.57,-1.62,Neutral / Choppy,397.9949035644531
2023-05-26,-1.01,-1.48,Neutral / Choppy,403.1491394042969
2023-05-30,-0.92,-1.36,Neutral / Choppy,403.3027648925781
2023-05-31,-0.75,-1.22,Neutral / Choppy,401.06634521484375
2023-06-01,-0.89,-1.15,Neutral / Choppy,404.87689208984375
2023-06-02,2.53,-0.33,Neutral / Choppy,410.7318420410156
2023-06-05,2.7,0.34,Neutral / Choppy,409.9447937011719
2023-06-06,3.44,1.03,Neutral / Choppy,410.8373718261719
2023-06-07,3.65,1.61,Neutral / Choppy,409.4167785644531
2023-06-08,4.3,2.21,Neutral / Choppy,411.8931884765625
2023-06-09,4.74,2.77,Neutral / Choppy,412.6322937011719
2023-06-12,3.87,3.02,Neutral / Choppy,416.3756408691406
2023-06-13,5.36,3.54,Neutral / Choppy,419.1207580566406
2023-06-14,5.15,3.9,Moderate Risk-On,419.619873046875
2023-06-15,5.11,4.17,Moderate Risk-On,424.82220458984375
2023-06-16,4.81,4.31,Moderate Risk-On,423.3751220703125
2023-06-20,5.24,4.52,Moderate Risk-On,421.1786193847656
2023-06-21,5.14,4.65,Moderate Risk-On,419.0205993652344
2023-06-22,4.91,4.71,Moderate Risk-On,420.5331115722656
2023-06-23,4.1,4.41,Moderate Risk-On,417.3538818359375
2023-06-26,3.91,4.16,Moderate Risk-On,415.6487121582031
2023-06-27,4.12,4.14,Moderate Risk-On,420.20556640625
2023-06-28,4.22,4.16,Moderate Risk-On,420.41754150390625
2023-06-29,4.48,4.23,Moderate Risk-On,422.07452392578125
2023-06-30,4.87,4.37,Moderate Risk-On,427.0552978515625
2023-07-03,5.65,4.66,Moderate Risk-On,427.5467224121094
2023-07-05,4.96,4.72,Moderate Risk-On,426.9108581542969
2023-07-06,4.33,4.53,Moderate Risk-On,423.5678405761719
2023-07-07,4.83,4.59,Moderate Risk-On,422.4984130859375
2023-07-10,5.04,4.69,Moderate Risk-On,423.5678405761719
2023-07-11,5.89,4.96,Moderate Risk-On,426.265380859375
2023-07-12,6.26,5.25,Moderate Risk-On,429.6950378417969
2023-07-13,7.02,5.64,Moderate Risk-On,433.10546875
2023-07-14,6.64,5.86,Full Risk-On,432.8357849121094
2023-07-17,6.23,5.95,Full Risk-On,434.3385925292969
2023-07-18,6.21,6.0,Full Risk-On,437.5660095214844
2023-07-19,5.22,5.61,Full Risk-On,438.5390625
2023-07-20,4.76,5.19,Full Risk-On,435.6296081542969
2023-07-21,4.38,4.78,Full Risk-On,435.6296081542969
2023-07-24,4.15,4.47,Full Risk-On,437.57562255859375
2023-07-25,3.93,4.2,Moderate Risk-On,438.7702331542969
2023-07-26,4.06,4.13,Moderate Risk-On,438.8376770019531
2023-07-27,3.61,3.87,Moderate Risk-On,435.92828369140625
2023-07-28,3.75,3.81,Moderate Risk-On,440.1961364746094
2023-07-31,3.93,3.84,Moderate Risk-On,441.0342712402344
2023-08-01,3.83,3.83,Moderate Risk-On,439.7722473144531
2023-08-02,3.32,3.58,Moderate Risk-On,433.6545715332031
2023-08-03,2.65,3.11,Moderate Risk-On,432.4118347167969
2023-08-04,2.48,2.8,Neutral / Choppy,430.45611572265625
2023-08-07,2.66,2.73,Neutral / Choppy,434.21337890625
2023-08-08,2.86,2.76,Neutral / Choppy,432.3251037597656
2023-08-09,3.21,2.86,Neutral / Choppy,429.4349060058594
2023-08-10,2.22,2.54,Neutral / Choppy,429.5890808105469
2023-08-11,1.81,2.17,Neutral / Choppy,429.3385925292969
2023-08-14,1.94,2.06,Neutral / Choppy,431.70855712890625
2023-08-15,0.51,1.28,Neutral / Choppy,426.6796875
2023-08-16,0.31,0.8,Neutral / Choppy,423.548583984375
2023-08-17,-0.76,0.02,Neutral / Choppy,420.3211975097656
2023-08-18,-0.75,-0.37,Neutral / Choppy,420.5234680175781
2023-08-21,-1.19,-0.78,Neutral / Choppy,423.2595520019531
2023-08-22,-1.09,-0.93,Neutral / Choppy,422.1130676269531
2023-08-23,-0.78,-0.9,Neutral / Choppy,426.8144836425781
2023-08-24,-1.33,-1.11,Neutral / Choppy,420.8992919921875
